
---------- Begin Simulation Statistics ----------
simSeconds                                   0.020815                       # Number of seconds simulated (Second)
simTicks                                  20814842000                       # Number of ticks simulated (Tick)
finalTick                                 20814842000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    136.92                       # Real time elapsed on the host (Second)
hostTickRate                                152026211                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8517108                       # Number of bytes of host memory used (Byte)
simInsts                                     19741363                       # Number of instructions simulated (Count)
simOps                                       36627483                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   144186                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     267517                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                         20814843                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.054377                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.948427                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        36789584                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      253                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       62854556                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  15236                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               162348                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            244781                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 100                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            20763827                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               3.027118                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.431567                       # Number of insts issued each cycle (Count)
system.cpu.rename.undoneMaps                   444796                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                      42                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing                  43                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                  18396639                       # count of insts added to the skid buffer (Count)
system.cpu.rename.intReturned                14272431                       # count of registers freed and written back to integer free list (Count)
system.cpu.rename.fpReturned                 16578650                       # count of registers freed and written back to floating point free list (Count)
system.cpu.rob.reads                         54719565                       # The number of ROB reads (Count)
system.cpu.rob.writes                        73596995                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts                 19741363                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                   36627483                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                5659643                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                    26                       # Number of system calls (Count)
system.l2bus.transDist::ReadResp              2817267                       # Transaction distribution (Count)
system.l2bus.transDist::WritebackDirty        2830864                       # Transaction distribution (Count)
system.l2bus.transDist::CleanEvict              28633                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExReq               38589                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExResp              38589                       # Transaction distribution (Count)
system.l2bus.transDist::ReadSharedReq         2817267                       # Transaction distribution (Count)
system.l2bus.pktCount_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port         2855                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port      8563708                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount::total                  8566563                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktSize_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port        71424                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port    363695616                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize::total                 363767040                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.snoops                              4646                       # Total snoops (Count)
system.l2bus.snoopTraffic                      183040                       # Total snoop traffic (Byte)
system.l2bus.snoopFanout::samples             2860502                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::mean               0.000170                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::stdev              0.013033                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::underflows                0      0.00%      0.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::0                   2860016     99.98%     99.98% # Request fanout histogram (Count)
system.l2bus.snoopFanout::1                       486      0.02%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::2                         0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::overflows                 0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::min_value                 0                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::max_value                 1                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::total               2860502                       # Request fanout histogram (Count)
system.l2bus.power_state.pwrStateResidencyTicks::UNDEFINED  20814842000                       # Cumulative time (in ticks) in various power states (Tick)
system.l2bus.reqLayer0.occupancy          11366715000                       # Layer occupancy (ticks) (Tick)
system.l2bus.reqLayer0.utilization                0.5                       # Layer utilization (Ratio)
system.l2bus.respLayer0.occupancy             3348999                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer0.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer1.occupancy          8564220000                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer1.utilization               0.4                       # Layer utilization (Ratio)
system.l2bus.snoop_filter.totRequests         5710707                       # Total number of requests made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleRequests      2854851                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiRequests            0                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2bus.snoop_filter.totSnoops               486                       # Total number of snoops made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleSnoops          486                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiSnoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2cache.demandHits::cpu.inst                62                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::cpu.data           2847052                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::total              2847114                       # number of demand (read+write) hits (Count)
system.l2cache.overallHits::cpu.inst               62                       # number of overall hits (Count)
system.l2cache.overallHits::cpu.data          2847052                       # number of overall hits (Count)
system.l2cache.overallHits::total             2847114                       # number of overall hits (Count)
system.l2cache.demandMisses::cpu.inst            1054                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::cpu.data            7688                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::total               8742                       # number of demand (read+write) misses (Count)
system.l2cache.overallMisses::cpu.inst           1054                       # number of overall misses (Count)
system.l2cache.overallMisses::cpu.data           7688                       # number of overall misses (Count)
system.l2cache.overallMisses::total              8742                       # number of overall misses (Count)
system.l2cache.demandMissLatency::cpu.inst    104955000                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::cpu.data    741937000                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::total     846892000                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.inst    104955000                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.data    741937000                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::total    846892000                       # number of overall miss ticks (Tick)
system.l2cache.demandAccesses::cpu.inst          1116                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::cpu.data       2854740                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::total          2855856                       # number of demand (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.inst         1116                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.data      2854740                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::total         2855856                       # number of overall (read+write) accesses (Count)
system.l2cache.demandMissRate::cpu.inst      0.944444                       # miss rate for demand accesses (Ratio)
