
---------- Begin Simulation Statistics ----------
simSeconds                                   0.015624                       # Number of seconds simulated (Second)
simTicks                                  15624412000                       # Number of ticks simulated (Tick)
finalTick                                 15624412000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    109.61                       # Real time elapsed on the host (Second)
hostTickRate                                142548263                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8527604                       # Number of bytes of host memory used (Byte)
simInsts                                     19741456                       # Number of instructions simulated (Count)
simOps                                       36627650                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   180110                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     334169                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                         15624413                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.791452                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.263501                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        36760776                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      244                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       47966366                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   8656                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               133364                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            185209                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  91                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            15519908                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               3.090635                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.656743                       # Number of insts issued each cycle (Count)
system.cpu.icache.demandMisses::cpu.inst         1228                       # number of demand (read+write) misses (Count)
system.cpu.icache.demandMisses::total            1228                       # number of demand (read+write) misses (Count)
system.cpu.icache.overallMisses::cpu.inst         1228                       # number of overall misses (Count)
system.cpu.icache.overallMisses::total           1228                       # number of overall misses (Count)
system.cpu.icache.demandMissLatency::cpu.inst    237723999                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.demandMissLatency::total    237723999                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.overallMissLatency::cpu.inst    237723999                       # number of overall miss ticks (Tick)
system.cpu.icache.overallMissLatency::total    237723999                       # number of overall miss ticks (Tick)
system.cpu.icache.demandAccesses::cpu.inst       166558                       # number of demand (read+write) accesses (Count)
system.cpu.icache.demandAccesses::total        166558                       # number of demand (read+write) accesses (Count)
system.cpu.icache.overallAccesses::cpu.inst       166558                       # number of overall (read+write) accesses (Count)
system.cpu.icache.overallAccesses::total       166558                       # number of overall (read+write) accesses (Count)
system.cpu.icache.demandMissRate::cpu.inst     0.007373                       # miss rate for demand accesses (Ratio)
system.cpu.icache.demandMissRate::total      0.007373                       # miss rate for demand accesses (Ratio)
system.cpu.icache.overallMissRate::cpu.inst     0.007373                       # miss rate for overall accesses (Ratio)
system.cpu.icache.overallMissRate::total     0.007373                       # miss rate for overall accesses (Ratio)
system.cpu.icache.demandAvgMissLatency::cpu.inst 193586.318404                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.demandAvgMissLatency::total 193586.318404                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::cpu.inst 193586.318404                       # average overall miss latency ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::total 193586.318404                       # average overall miss latency ((Tick/Count))
system.cpu.icache.blockedCycles::no_mshrs          824                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCycles::no_wbuffers            0                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCauses::no_mshrs            7                       # number of times access was blocked (Count)
system.cpu.icache.blockedCauses::no_wbuffers            0                       # number of times access was blocked (Count)
system.cpu.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.icache.avgBlocked::no_mshrs     117.714286                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.avgBlocked::no_wbuffers          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.demandMshrHits::cpu.inst          238                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.demandMshrHits::total           238                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.overallMshrHits::cpu.inst          238                       # number of overall MSHR hits (Count)
system.cpu.icache.overallMshrHits::total          238                       # number of overall MSHR hits (Count)
system.cpu.icache.demandMshrMisses::cpu.inst          990                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.demandMshrMisses::total          990                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.overallMshrMisses::cpu.inst          990                       # number of overall MSHR misses (Count)
system.cpu.icache.overallMshrMisses::total          990                       # number of overall MSHR misses (Count)
system.cpu.icache.demandMshrMissLatency::cpu.inst    197693999                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissLatency::total    197693999                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::cpu.inst    197693999                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::total    197693999                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissRate::cpu.inst     0.005944                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.demandMshrMissRate::total     0.005944                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.overallMshrMissRate::cpu.inst     0.005944                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.overallMshrMissRate::total     0.005944                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.demandAvgMshrMissLatency::cpu.inst 199690.908081                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.demandAvgMshrMissLatency::total 199690.908081                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::cpu.inst 199690.908081                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::total 199690.908081                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.replacements                    201                       # number of replacements (Count)
system.cpu.icache.ReadReq.hits::cpu.inst       165330                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.hits::total          165330                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.misses::cpu.inst         1228                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.misses::total          1228                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.missLatency::cpu.inst    237723999                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.missLatency::total    237723999                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.accesses::cpu.inst       166558                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.accesses::total       166558                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.missRate::cpu.inst     0.007373                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.missRate::total     0.007373                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMissLatency::cpu.inst 193586.318404                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMissLatency::total 193586.318404                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.mshrHits::cpu.inst          238                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrHits::total          238                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrMisses::cpu.inst          990                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMisses::total          990                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMissLatency::cpu.inst    197693999                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissLatency::total    197693999                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissRate::cpu.inst     0.005944                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.mshrMissRate::total     0.005944                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMshrMissLatency::cpu.inst 199690.908081                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMshrMissLatency::total 199690.908081                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.power_state.pwrStateResidencyTicks::UNDEFINED  15624412000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.icache.tags.tagsInUse           698.007819                       # Average ticks per tags in use ((Tick/Count))
system.cpu.icache.tags.totalRefs               166320                       # Total number of references to valid blocks. (Count)
system.cpu.icache.tags.sampledRefs                990                       # Sample count of references to valid blocks. (Count)
system.cpu.icache.tags.avgRefs                    168                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.icache.tags.warmupTick              209000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.icache.tags.occupancies::cpu.inst   698.007819                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.icache.tags.avgOccs::cpu.inst     0.681648                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.avgOccs::total        0.681648                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.occupanciesTaskId::1024          789                       # Occupied blocks per task id (Count)
system.cpu.icache.tags.ageTaskId_1024::0           50                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::1           70                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::2           14                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::4          655                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ratioOccsTaskId::1024     0.770508                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.icache.tags.tagAccesses             334106                       # Number of tag accesses (Count)
system.cpu.icache.tags.dataAccesses            334106                       # Number of data accesses (Count)
system.cpu.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  15624412000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.iew.dispatchStatus::running       15188131     97.86%     97.86% # Number of cycles dispatch is running (Cycle)
system.cpu.iew.dispatchStatus::blocked           2416      0.02%     97.88% # Number of cycles dispatch is blocked (Cycle)
system.cpu.iew.dispatchStatus::squashing        18290      0.12%     98.00% # Number of cycles dispatch is squashing (Cycle)
system.cpu.iew.dispatchStatus::unblocking       311071      2.00%    100.00% # Number of cycles dispatch is unblocking (Cycle)
system.cpu.iew.dispatchedInsts               36761020                       # Number of instructions dispatched to IQ (Count)
system.cpu.iew.dispSquashedInsts                19374                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu.iew.dispLoadInsts                  5543557                       # Number of dispatched load instructions (Count)
system.cpu.iew.dispStoreInsts                  147951                       # Number of dispatched store instructions (Count)
system.cpu.iew.dispNonSpecInsts                    83                       # Number of dispatched non-speculative instructions (Count)
system.cpu.iew.iqFullEvents                        35                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu.iew.lsqFullEvents                   306597                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu.iew.memOrderViolationEvents             49                       # Number of memory order violations (Count)
system.cpu.iew.predictedTakenIncorrect          17194                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu.iew.predictedNotTakenIncorrect         1071                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu.iew.branchMispredicts                18265                       # Number of branch mispredicts detected at execute (Count)
system.cpu.iew.instsToCommit                 36686602                       # Cumulative count of insts sent to commit (Count)
system.cpu.iew.writebackCount                36684509                       # Cumulative count of insts written-back (Count)
system.cpu.iew.producerInst                  25424858                       # Number of instructions producing a value (Count)
system.cpu.iew.consumerInst                  37275143                       # Number of instructions consuming a value (Count)
system.cpu.iew.wbRate                        2.347897                       # Insts written-back per cycle ((Count/Cycle))
system.cpu.iew.wbFanout                      0.682086                       # Average fanout of values written-back ((Count/Count))
system.cpu.interrupts.clk_domain.clock          16000                       # Clock period in ticks (Tick)
system.cpu.lsq0.forwLoads                       21323                       # Number of loads that had data forwarded from stores (Count)
system.cpu.lsq0.squashedLoads                   27167                       # Number of loads squashed (Count)
system.cpu.lsq0.ignoredResponses                   34                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu.lsq0.memOrderViolation                  49                       # Number of memory ordering violations (Count)
system.cpu.lsq0.squashedStores                   4660                       # Number of stores squashed (Count)
system.cpu.lsq0.rescheduledLoads                  130                       # Number of loads that were rescheduled (Count)
system.cpu.lsq0.blockedByCache                1430235                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu.lsq0.loadToUse::samples            5516390                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::mean             25.620358                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::stdev            27.117020                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::0-9                2587861     46.91%     46.91% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::10-19               218587      3.96%     50.87% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::20-29               819662     14.86%     65.73% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::30-39               225734      4.09%     69.83% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::40-49               701565     12.72%     82.54% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::50-59               305694      5.54%     88.08% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::60-69               266583      4.83%     92.92% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::70-79               217449      3.94%     96.86% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::80-89                35639      0.65%     97.51% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::90-99                54885      0.99%     98.50% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::100-109              20194      0.37%     98.87% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::110-119               8474      0.15%     99.02% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::120-129              17016      0.31%     99.33% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::130-139               7813      0.14%     99.47% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::140-149               9169      0.17%     99.64% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::150-159              12387      0.22%     99.86% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::160-169               3107      0.06%     99.92% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::170-179               2076      0.04%     99.95% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::180-189                979      0.02%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::190-199               1156      0.02%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::200-209                 96      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::210-219                127      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::220-229                 34      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::230-239                 12      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::240-249                  9      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::250-259                  3      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::260-269                  3      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::270-279                 11      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::280-289                 10      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::290-299                  6      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::overflows               49      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::min_value                2                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::max_value              485                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::total              5516390                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.addedLoadsAndStores           5691508                       # Number of loads and stores written to the Load Store Queue (Count)
system.cpu.lsq0.lqAvgOccupancy                   0.48                       # Average LQ Occupancy (UsedSlots/TotalSlots) (Ratio)
system.cpu.lsq0.sqAvgOccupancy                   0.09                       # Average SQ Occupancy (UsedSlots/TotalSlots) (Ratio)
system.cpu.mmu.dtb.rdAccesses                 5693848                       # TLB accesses on read requests (Count)
system.cpu.mmu.dtb.wrAccesses                  146428                       # TLB accesses on write requests (Count)
system.cpu.mmu.dtb.exAccesses                       0                       # TLB accesses on execute (instr) requests (Count)
system.cpu.mmu.dtb.rdMisses                       159                       # TLB misses on read requests (Count)
system.cpu.mmu.dtb.wrMisses                      1931                       # TLB misses on write requests (Count)
system.cpu.mmu.dtb.exMisses                         0                       # TLB misses on execute (instr) requests (Count)
system.cpu.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED  15624412000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.itb.rdAccesses                       0                       # TLB accesses on read requests (Count)
system.cpu.mmu.itb.wrAccesses                       0                       # TLB accesses on write requests (Count)
system.cpu.mmu.itb.exAccesses                  166636                       # TLB accesses on execute (instr) requests (Count)
system.cpu.mmu.itb.rdMisses                         0                       # TLB misses on read requests (Count)
system.cpu.mmu.itb.wrMisses                         0                       # TLB misses on write requests (Count)
system.cpu.mmu.itb.exMisses                       144                       # TLB misses on execute (instr) requests (Count)
system.cpu.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED  15624412000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON  15624412000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.status::Running             4076478     26.27%     26.27% # Number of cycles rename is running (Cycle)
system.cpu.rename.status::Idle                1389122      8.95%     35.22% # Number of cycles rename is idle (Cycle)
system.cpu.rename.status::Squashing             18290      0.12%     35.33% # Number of cycles rename is squashing (Cycle)
system.cpu.rename.status::Blocked             6106137     39.34%     74.68% # Number of cycles rename is blocking (Cycle)
system.cpu.rename.status::Unblocking          3928384     25.31%     99.99% # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.status::SerializeStall         1497      0.01%    100.00% # Number of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.renamedInsts               36817349                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents               2330400                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents                   1699                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.SQFullEvents                 949537                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.renamedOperands            75173945                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                   117889414                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups                 28292878                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                  16993543                       # Number of floating rename lookups (Count)
system.cpu.rename.committedMaps              74833711                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                   340207                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                      42                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing                  43                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                   9598019                       # count of insts added to the skid buffer (Count)
system.cpu.rename.intReturned                14272594                       # count of registers freed and written back to integer free list (Count)
system.cpu.rename.fpReturned                 16578650                       # count of registers freed and written back to floating point free list (Count)
system.cpu.rob.reads                         48720130                       # The number of ROB reads (Count)
system.cpu.rob.writes                        73539473                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts                 19741456                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                   36627650                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                5659681                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                    26                       # Number of system calls (Count)
system.l2bus.transDist::ReadResp              1594880                       # Transaction distribution (Count)
system.l2bus.transDist::WritebackDirty        1627243                       # Transaction distribution (Count)
system.l2bus.transDist::CleanEvict               9095                       # Transaction distribution (Count)
system.l2bus.transDist::UpgradeReq                976                       # Transaction distribution (Count)
system.l2bus.transDist::UpgradeResp               976                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExReq               30033                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExResp              30033                       # Transaction distribution (Count)
system.l2bus.transDist::ReadSharedReq         1594880                       # Transaction distribution (Count)
system.l2bus.pktCount_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port         2181                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port      4872697                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount::total                  4874878                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktSize_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port        63360                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port    207587264                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize::total                 207650624                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.snoops                             13238                       # Total snoops (Count)
system.l2bus.snoopTraffic                      487360                       # Total snoop traffic (Byte)
system.l2bus.snoopFanout::samples             1639127                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::mean               0.003147                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::stdev              0.056008                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::underflows                0      0.00%      0.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::0                   1633969     99.69%     99.69% # Request fanout histogram (Count)
system.l2bus.snoopFanout::1                      5158      0.31%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::2                         0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::overflows                 0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::min_value                 0                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::max_value                 1                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::total               1639127                       # Request fanout histogram (Count)
system.l2bus.power_state.pwrStateResidencyTicks::UNDEFINED  15624412000                       # Cumulative time (in ticks) in various power states (Tick)
system.l2bus.reqLayer0.occupancy           6488245000                       # Layer occupancy (ticks) (Tick)
system.l2bus.reqLayer0.utilization                0.4                       # Layer utilization (Ratio)
system.l2bus.respLayer0.occupancy             2970999                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer0.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer1.occupancy          4872745000                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer1.utilization               0.3                       # Layer utilization (Ratio)
system.l2bus.snoop_filter.totRequests         3248989                       # Total number of requests made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleRequests      1624079                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiRequests            2                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2bus.snoop_filter.totSnoops              5153                       # Total number of snoops made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleSnoops         5153                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiSnoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2cache.demandHits::cpu.inst                19                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::cpu.data           1613505                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::total              1613524                       # number of demand (read+write) hits (Count)
system.l2cache.overallHits::cpu.inst               19                       # number of overall hits (Count)
system.l2cache.overallHits::cpu.data          1613505                       # number of overall hits (Count)
system.l2cache.overallHits::total             1613524                       # number of overall hits (Count)
system.l2cache.demandMisses::cpu.inst             971                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::cpu.data           10418                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::total              11389                       # number of demand (read+write) misses (Count)
system.l2cache.overallMisses::cpu.inst            971                       # number of overall misses (Count)
system.l2cache.overallMisses::cpu.data          10418                       # number of overall misses (Count)
system.l2cache.overallMisses::total             11389                       # number of overall misses (Count)
system.l2cache.demandMissLatency::cpu.inst    194309000                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::cpu.data   1587289000                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::total    1781598000                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.inst    194309000                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.data   1587289000                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::total   1781598000                       # number of overall miss ticks (Tick)
system.l2cache.demandAccesses::cpu.inst           990                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::cpu.data       1623923                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::total          1624913                       # number of demand (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.inst          990                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.data      1623923                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::total         1624913                       # number of overall (read+write) accesses (Count)
system.l2cache.demandMissRate::cpu.inst      0.980808                       # miss rate for demand accesses (Ratio)
system.l2cache.demandMissRate::cpu.data      0.006415                       # miss rate for demand accesses (Ratio)
system.l2cache.demandMissRate::total         0.007009                       # miss rate for demand accesses (Ratio)
system.l2cache.overallMissRate::cpu.inst     0.980808                       # miss rate for overall accesses (Ratio)
system.l2cache.overallMissRate::cpu.data     0.006415                       # miss rate for overall accesses (Ratio)
system.l2cache.overallMissRate::total        0.007009                       # miss rate for overall accesses (Ratio)
system.l2cache.demandAvgMissLatency::cpu.inst 200112.255407                       # average overall miss latency in ticks ((Tick/Count))
